"","DPVAT_1","DPVAT_2","NDPVAT_3","DPVAT_4","OVF_5","SAF_6","NDPVAT_7","DPVAT_8","OVF_9","SAF_10","NDPVAT_11","DPVAT_12","OVF_13","SAF_14","NDPVAT_15","DPVAT_16","SAF_17","NDPVAT_18","NDPVAT_19","SAF_20","SAF_21","DPVAT_22","DPVAT_23","DPVAT_24","SAF_25","DPVAT_26","NDPVAT_27","SAF_28","OVF_29","NDPVAT_30","SAF_31","OVF_32","DPVAT_33","DPVAT_34","NDPVAT_35","SAF_36","DPVAT_37","SAF_38","NDPVAT_39","DPVAT_40","NDPVAT_41","NDPVAT_42","NDPVAT_43","NDPVAT_44","SAF_45","DPVAT_46","SAF_47","SAF_48","NDPVAT_49","OVF_50","SAF_51","NDPVAT_52","SAF_53","NDPVAT_54","DPVAT_55","OVF_56","OVF_57","DPVAT_58","SAF_59","OVF_60","NDPVAT_61","OVF_62","DPVAT_63","OVF_64","SAF_65","SAF_66","DPVAT_67","NDPVAT_68","OVF_69","OVF_70","OVF_71","OVF_72","OVF_73","NDPVAT_74","OVF_75","DPVAT_76","SAF_77","NDPVAT_78","DPVAT_79","OVF_80","SAF_81","OVF_82","DPVAT_83","NDPVAT_84","OVF_85","OVF_86","OVF_87","NDPVAT_88","SAF_89","OVF_90","DPVAT_91","OVF_92","DPVAT_93","NDPVAT_94","SAF_95","NDPVAT_96","DPVAT_97","OVF_98","SAF_99","SAF_100","DPVAT_101","OVF_102","NDPVAT_103","DPVAT_104","SAF_105","OVF_106","NDPVAT_107","SAF_108","DPVAT_109","DPVAT_110","NDPVAT_111","SAF_112","NDPVAT_113","OVF_114","OVF_115","SAF_116","OVF_117","DPVAT_118","NDPVAT_119"
"KRT222",7.137468,7.680409,7.670886,7.732428,6.880388,7.088097,7.32121,7.859521,6.714787,7.02904,7.742911,7.344219,6.936792,7.017689,7.204036,7.843732,6.975303,7.528547,6.819003,7.030643,7.298546,7.841815,7.943719,7.43905,6.765306,7.748283,7.419361,7.147522,6.964504,7.789815,7.476889,6.759528,8.465614,7.786897,7.22749,6.976961,8.083918,7.103409,7.386631,8.18532,9.369023,7.944726,7.834876,8.218264,7.001775,7.795581,7.379852,6.852999,7.068291,7.035632,7.447286,7.689597,6.995014,7.078005,7.879264,7.002031,6.743657,8.204963,6.991774,6.893253,7.745931,6.747546,7.646753,6.733267,7.86422,7.412823,7.921604,6.849804,6.936034,6.622064,6.870768,6.818139,6.736344,6.934223,6.714222,7.219985,7.605205,6.880321,7.449799,6.790987,6.713005,6.916202,7.727058,7.607182,6.954829,7.071799,7.117175,7.324873,7.747705,6.934328,7.999924,6.690023,7.988942,7.69531,7.647226,7.917511,7.887185,7.133585,7.04965,7.279406,8.098048,6.792224,7.71271,7.988354,7.255632,7.190711,7.25969,7.098414,8.021355,7.471592,6.955069,7.337208,7.430355,7.018334,6.797939,7.427576,7.124466,7.447645,7.721872
"CDC42EP2",7.893351742,8.181456451,7.714418203,7.724405866,8.24012969,8.034657236,8.098618883,8.107265617,8.218893578,7.83379358,8.26732869,7.519116839,8.620147705,8.198379332,7.979426469,8.43060909,8.21161824,8.040222104,7.032974998,8.297797183,8.512409217,8.865302503,8.650117436,7.731516214,8.339848549,8.551516433,8.367232162,8.035315662,8.358988945,7.913477729,8.385842266,8.451713183,8.300083514,8.053397328,7.871410207,8.309809641,8.112957802,8.055109917,8.100397472,8.928028191,8.113520435,8.287894222,8.451188723,7.793183254,8.302657354,8.215272791,8.691141659,8.170529795,7.644369896,8.47783207,7.932201583,8.066798179,8.129566723,7.245382504,7.959162371,8.193900382,8.392930956,7.916248967,8.301217873,8.435442203,7.881923935,8.280010623,8.443006993,8.139953922,7.647231893,8.350083564,8.138382051,7.339363396,8.652670377,8.324966564,8.229364023,8.448350883,8.629068642,7.517430597,8.545735991,8.492246963,8.170851448,7.026246509,8.23647553,8.981713743,9.0030421,8.140268458,8.857234357,8.340058285,8.332111913,8.30739655,8.352833788,7.837868132,8.512840263,8.351575221,7.559644383,8.650298925,8.415366202,8.259613915,8.069795816,8.095291827,8.18870624,8.484988366,8.012335547,7.595412959,8.882216547,8.204215195,8.326025346,7.57724597,8.140057723,8.481442258,7.627251819,8.095409115,8.43251522,7.683985729,8.107688595,8.106038277,8.062713433,8.083497283,8.565423239,8.192185478,8.242242223,8.143448881,8.462920433
"COL1A2",10.77589,11.51804,11.61857,13.25194,10.7653,11.94328,11.77657,11.6332,11.52426,11.49795,12.15478,10.76119,11.61408,13.00318,10.58033,11.61287,11.73251,11.53621,9.06653,11.37712,11.71245,11.87052,11.73607,11.39116,10.8815,11.16489,10.97714,11.77012,11.41049,10.82591,12.30822,10.74114,13.04369,12.49547,11.79712,11.71451,12.3604,11.79695,11.39578,11.79239,12.34731,11.18891,11.967,11.20511,12.31841,11.01768,11.64527,11.55097,10.40993,11.0855,11.16186,11.12188,10.95297,8.706748,12.01783,10.20936,10.1074,10.859,11.11836,11.45537,11.51385,10.80335,11.57686,10.9282,12.65517,11.54231,10.94889,9.476328,12.0823,10.46229,10.85827,11.61299,11.41228,8.792386,11.3962,10.74551,11.68779,9.798693,10.68869,10.723,10.53695,11.24202,11.14982,10.68036,11.44995,11.01534,11.54427,11.65442,11.08853,10.78243,13.38872,10.27228,11.49952,10.72872,11.04731,11.61677,11.23269,11.3795,11.29344,10.70101,11.7637,10.44529,10.95016,11.30817,11.28349,10.62248,11.16781,10.59616,11.49196,9.438859,10.21924,11.73983,10.21912,11.75028,9.713799,11.22384,11.90639,10.61328,10.78579
"HMOX1",8.937203,8.001368,8.033796,11.53958,7.806534,8.377549,8.403989,8.721071,8.63813,9.123018,8.230669,8.649397,8.085243,8.022697,7.996833,8.828023,9.197935,8.573537,9.010281,8.213555,7.918019,8.362713,8.343171,8.419377,8.787676,8.351505,7.564299,8.360513,8.309542,8.483908,8.535551,8.36787,8.679952,8.588423,7.825365,8.169422,8.210967,7.752581,7.506655,8.381563,9.150537,9.088637,7.79821,8.201278,8.453188,8.937693,9.089681,8.59051,7.986781,8.267589,8.651003,7.722303,8.735422,9.906779,9.815438,8.124924,8.167163,9.458062,8.134454,8.370077,7.712857,7.859359,8.03143,7.898676,8.508446,8.46769,8.148626,9.564122,8.353261,8.319049,8.230488,8.057519,8.008312,9.360693,7.604826,7.927167,8.478475,8.163944,9.198345,8.160369,8.941037,8.260614,8.378587,8.161992,8.012438,8.0574,8.011078,8.085987,8.400862,7.819366,7.946649,8.35227,8.32192,7.844559,9.146031,7.512804,8.41355,7.887027,8.690069,8.985816,10.79451,8.118293,7.905992,8.169457,7.990654,7.957818,8.171418,8.298443,8.652677,8.683706,8.083431,8.36409,8.120697,7.898724,7.80264,8.238408,8.005409,9.550441,8.323609
"RNF24",7.615089,7.700801,7.582659,8.01111,7.800658,8.41845,8.064747,8.04,8.18019,7.99967,8.181545,7.773339,7.894546,8.154403,7.556223,8.095252,8.322495,7.472941,7.786855,7.788905,7.861685,8.304568,7.653194,7.834269,8.404325,9.542049,7.559259,7.841422,7.669579,8.332153,7.661553,7.971785,7.917553,7.644617,7.226437,7.807773,8.101815,7.826569,7.792653,7.780218,7.747481,7.75103,7.630276,8.560313,7.82414,8.14753,7.59976,8.071162,7.48212,8.127366,7.971523,7.873672,8.578908,7.789862,8.16041,8.230803,8.139534,8.599996,8.280045,8.064071,7.663248,7.889068,7.503222,8.206808,8.391283,8.263451,8.751446,7.880124,8.088788,7.980432,8.380446,8.140407,8.035974,7.474475,7.423019,7.562303,7.478014,7.673594,7.814945,7.406719,7.431484,7.988948,7.572493,7.514758,7.868549,7.894677,7.786817,7.611125,8.091223,7.524834,8.503144,7.804599,8.14759,7.914547,7.824505,8.126166,7.857103,7.764403,8.129705,7.852352,8.198169,8.197443,7.877706,8.493715,8.030032,7.906891,7.698824,7.868044,8.287555,8.171063,8.047101,8.135509,7.84256,7.816058,7.862828,7.976199,7.991359,7.516332,7.57522
"LMOD1",7.820262389,9.570062421,9.401721499,7.142835979,8.080448868,7.39554698,8.239056041,8.307417374,7.665452904,7.517892274,8.338816629,7.309310374,7.528237187,7.819556296,8.592393042,7.500247703,7.197293643,8.747154013,6.826674507,7.767449331,7.483173293,7.909659425,7.507946984,8.028844265,7.747713844,7.406073471,9.083987611,7.473646236,7.437020082,9.309810295,7.383587922,7.609224449,7.849995049,8.399167053,8.048286201,7.381287593,7.606648224,7.437337428,8.895956836,7.7533037,7.60980003,7.441135845,8.133804202,8.355418741,7.264856563,8.335189372,7.473311757,7.242638126,8.128035998,7.692899048,7.391139476,9.177283126,7.452264956,7.08611658,8.026519396,8.112795412,7.80777314,8.398264506,7.290723583,7.548281246,9.369749566,7.878141665,7.474502291,7.380945701,7.773579565,7.348748519,7.893979957,7.854854561,7.997151084,7.761799368,8.431773258,7.743503663,7.800119187,6.924771914,7.916049982,8.814771406,7.168894424,7.288311705,7.186518446,7.793095743,8.087743316,7.810133075,7.66772984,8.77125803,7.235377329,7.818151504,7.126066639,8.485355867,7.400108453,7.712666337,8.45288936,7.71763753,7.516563757,8.108782611,7.732870791,8.476357118,7.771000103,7.765322467,7.424863034,7.141535082,7.600432635,7.921906504,8.583105592,9.244082569,7.504681847,7.97604065,9.93959763,7.482911212,8.579674682,7.523871678,9.417038732,7.462991316,9.056545121,7.994462356,8.036696889,7.697710075,7.427258133,7.547002058,7.584303415
"HK3",7.296477464,7.346991371,7.116136827,7.908137534,6.90305161,7.748624084,7.164605437,7.437706681,7.557627345,7.564273927,7.165971526,7.254844378,6.998739949,7.042622655,7.268956348,7.44385405,8.298054861,7.011554953,7.551357389,7.189907638,7.192772926,7.23453281,7.170449125,7.822137224,7.344503661,8.055211885,6.889473617,7.403676117,6.881985164,7.639283027,7.134106441,7.343436468,7.400663959,7.364335527,6.758453401,7.009972225,7.064552322,7.225783655,6.877405098,7.033881499,7.812153531,7.338829148,7.054085084,7.318179557,7.394372833,7.656750145,7.255843676,7.452721738,7.017794395,7.039355706,7.544975283,6.973416886,8.006662493,7.86716661,8.603765728,7.383290968,6.932409392,8.172504914,7.156380831,7.080151923,7.126868002,6.713699637,7.001606348,7.117269998,7.584770878,7.445282221,8.028757785,7.447213916,7.162747474,7.186122358,7.123697437,7.121724842,6.894079809,7.766797875,6.760512284,7.328369184,7.384360279,7.062523429,7.72492026,7.301748297,7.181752765,6.893430394,7.104080693,7.248952837,6.964116077,6.963494955,6.95650915,7.113346066,7.396595253,6.752015664,7.221246125,7.144819253,7.68855897,7.71095923,7.720047591,7.016846907,7.455811543,6.859306294,8.216469061,8.60695932,7.48421393,7.1128445,7.131276649,7.058572981,6.957952427,7.102787061,6.91563179,7.588767331,7.472317391,7.479294344,7.016899315,7.396307398,6.928997292,6.91797967,6.856424974,7.281352474,7.048818968,7.078499593,6.92063301
"PLBD1",8.245634465,8.848239875,9.047201997,9.299550157,8.803103577,9.263105127,9.43111542,9.388695087,9.679060781,9.357366467,9.153363498,8.251481802,8.735446473,9.095094356,8.783064389,9.180053851,10.08775555,8.784842041,7.60889687,8.903769583,8.457782669,9.501603419,9.692452755,9.193191329,8.878697695,10.77351482,9.155306672,8.727436453,8.998861796,9.325289744,9.734976661,8.696691235,9.944473973,9.292334358,8.677876641,9.235596624,9.124780899,8.882469921,8.56544121,9.464539375,10.30755787,9.406548699,9.311522433,9.172529107,9.265953538,9.216263152,9.506610655,9.215083921,8.55363521,8.800265705,9.432062182,9.31556435,9.384667856,8.492982265,9.803824407,8.59920089,8.702744467,9.310256634,9.034838576,9.091855735,8.954320164,8.621974731,9.058459474,8.916295157,9.140778167,9.054842897,9.502962736,8.258238884,9.360929441,8.676742489,8.942200938,8.744080266,9.051434786,8.020869498,9.173563963,9.297034018,9.101522706,7.622192013,8.619498463,9.057304972,9.09086215,8.910751353,9.207233313,9.170616418,8.999541654,8.904908193,9.093736756,8.746912758,9.135662157,8.589535387,8.99368711,8.78184692,8.847830857,8.720431117,8.879199781,9.055818174,9.482262473,8.753007783,9.247011721,9.338382409,9.589354553,8.553753394,9.217930717,8.538226261,9.215264676,8.800463095,8.713764228,9.348544813,9.188347704,8.363290376,8.459233442,8.743875174,9.038066211,8.972747245,8.914072215,9.11564692,8.846938054,9.157383983,8.699327623
"NUAK1",9.579515825,10.5171743,9.507101761,9.331465106,9.89186842,9.33506841,10.16484895,10.31499561,10.22680394,9.936490946,9.397790991,8.290364652,9.163333841,8.726752628,9.475826132,10.5474287,9.16086484,10.39031439,8.832308145,9.748172633,9.673073619,10.34399391,9.721090705,9.640906611,10.53406811,9.958384508,9.848044386,9.608222533,9.86342045,10.24895165,9.726056763,10.37731902,10.65210465,10.87534357,10.07807309,10.06843855,10.58569303,9.981941505,10.25539636,10.22876103,10.24642922,9.404695637,9.875291519,9.739228914,9.073459593,10.49784169,9.260741828,9.20944764,9.686715134,10.36077633,9.610478337,9.892216482,9.565165077,8.733042911,10.33169875,10.06688387,9.936887487,10.7388902,9.402172843,9.686588197,10.65535517,10.47692051,10.5893516,10.23506582,10.11502169,10.06195544,11.49212703,9.074128389,10.25833127,10.49280789,9.920171517,10.50243664,10.30935085,8.50070252,10.22899149,10.51990751,9.654450277,8.932829733,9.790301555,10.3340975,9.805865475,10.17492065,10.34612389,10.08809327,9.284518606,10.26963281,9.446504708,10.87474145,10.24959966,10.22671348,11.10011243,9.856436625,10.66842693,9.741863054,10.55696156,10.69285739,10.31151719,10.12821012,10.14317919,9.547054734,10.0149385,10.32981329,9.578505008,11.41689636,9.266008441,9.800061027,10.47043924,9.532780658,10.48897544,9.291197676,10.42399408,9.645244896,9.569115388,10.04985887,9.938668014,9.029914717,10.20176885,9.656225351,10.36288057
"IGF1",7.505384,7.859116,8.379855,9.635056,8.976997,8.138414,8.274302,8.502226,7.871611,8.19651,8.885997,8.250749,8.965848,8.199327,8.471281,9.029068,8.066298,8.320383,7.082327,8.161538,8.252894,9.420925,9.545009,8.738239,8.449232,8.80645,8.818656,8.384629,9.180351,9.459517,8.680622,8.93651,9.483712,9.504646,8.404266,8.855897,8.862325,8.048952,8.80849,9.410872,9.167234,9.250426,9.422737,9.083133,8.352782,9.102978,9.749521,8.270028,8.297748,9.147356,8.194381,8.254486,7.804797,7.418626,8.945262,8.485657,8.359741,8.664699,8.13125,8.845863,8.704584,9.055806,9.456999,8.883146,8.441181,9.444698,8.770902,8.008695,8.660435,8.965047,8.475707,9.149858,9.202105,7.47609,8.816042,8.748389,8.428696,7.235755,7.811127,9.22871,8.763564,9.32026,9.319245,8.857042,9.379552,9.265315,9.465822,9.304653,8.184574,8.668142,11.16708,8.799529,9.02475,8.904797,7.982507,8.738825,9.051591,9.072701,8.405204,8.349043,9.365701,8.783676,8.998343,8.631493,8.468253,9.543439,8.07178,8.865708,9.736973,8.376046,8.995774,8.338406,8.706071,9.548394,9.078676,8.425612,9.674516,9.588877,8.905263
"GPX8",8.474455,9.615451,8.372254,8.758474,8.029842,8.635519,8.623702,8.870341,8.685712,8.318755,8.551378,7.762758,8.384167,8.723508,7.845329,8.635877,8.825713,9.209597,7.849592,9.461812,9.535137,8.941128,8.69443,9.054637,8.619919,8.395799,8.532751,8.864146,8.553603,8.603698,8.785368,8.877278,8.862564,9.023465,8.674364,8.928687,9.740258,9.298972,8.855475,8.706144,9.363199,8.790628,8.61629,8.474316,8.881972,8.936478,8.171453,8.928773,8.081996,8.42267,8.790469,8.966122,9.120191,8.193946,9.388404,8.322519,8.576203,9.059551,9.128374,8.834225,9.274234,8.950248,9.091723,8.772856,9.458712,9.540109,9.601118,8.159216,9.02456,9.089495,9.007959,9.050593,8.865065,7.425684,8.729026,8.657498,8.772606,7.964651,8.14789,8.596435,8.424361,8.887411,9.038436,8.446892,8.356306,9.042459,8.536345,9.416953,9.499156,8.774901,10.0143,8.714102,9.324385,8.877441,9.152489,9.452896,9.047795,8.761597,9.060026,8.725536,9.229001,9.037207,8.776081,9.623107,9.056675,8.625654,8.777558,8.865572,9.173675,8.141323,8.397013,9.073618,8.676191,8.873318,8.287779,8.728486,9.023992,8.412472,8.851173
"C8orf4",7.550118484,8.028246586,8.012256065,8.517462759,8.480526917,7.704145209,7.802137488,8.445581149,7.805045268,8.117584968,7.938134221,7.380293706,8.207593996,7.805772715,7.246408482,7.527800066,7.253924949,8.352610108,6.969388558,7.483182304,7.947578642,8.244479919,8.140695154,8.587368909,7.573440183,8.176065629,8.268103254,7.757292769,8.909092613,7.625959426,7.676559249,7.117293284,8.640408427,9.43834895,7.774865433,8.172257954,8.878461418,7.649677497,8.024898963,8.159503503,7.634238123,7.986903416,8.56770926,7.954831803,7.662939317,7.835111524,8.091816879,8.305938246,7.860599667,8.787739218,7.430499861,7.647054507,7.20581612,7.333995883,8.353754494,7.904513332,7.848123332,7.750613021,7.159565006,7.633336992,8.002649238,7.825101709,7.64873444,7.507713787,7.497210148,7.4366031,7.961517736,7.486796635,7.618057813,7.924443578,7.728305781,7.841068385,7.714515575,6.974000377,7.646068736,7.610530404,7.355865678,7.149395872,8.713176284,8.130263216,8.128598949,8.231698039,8.055155863,8.358971644,8.222017969,8.280527087,8.246364765,8.084236347,7.153320995,7.956536169,8.533146911,7.335388117,7.58758315,7.404534281,7.331555781,7.802465209,8.104320585,8.240541853,7.990879071,7.174686731,7.629179527,7.643397647,7.79391751,9.054398841,7.66472569,8.354554328,8.898872168,7.470977759,8.116320507,7.630504286,7.359652937,7.577707001,7.430890112,7.832555356,8.121561296,7.516876547,7.86338684,7.60059378,7.655333749
"CRABP2",7.214437734,8.225806967,7.705373479,8.570830759,7.850253133,7.433449125,8.441729569,8.163711126,8.568267899,7.927470053,8.465461184,7.540699914,7.777202686,8.842811025,7.545481211,8.419395741,8.720315694,7.84993355,7.079216052,7.911167195,8.158028991,8.653776409,7.888663529,7.799258419,7.993011589,7.75520585,7.263091834,7.808306236,7.728320189,7.76362666,8.119519419,7.740364975,8.221206771,7.664568393,7.329343805,7.641458195,9.498977454,7.370871256,7.355276175,7.908068829,9.500009985,7.801323796,8.068329869,7.727801808,7.70285325,7.955314969,7.902965507,7.89279383,7.063140209,7.516538352,8.12771073,7.777485824,7.967797819,7.30867086,8.516614555,7.494651664,7.750943903,7.802904163,8.19867962,8.585083202,7.849322215,8.250327929,8.406901113,8.4008562,8.978243119,9.307238813,8.782402094,7.376297016,8.598869522,8.299152702,8.606623402,8.703893615,8.650305219,6.773311628,7.766802629,7.470950872,8.004410076,7.115036132,7.467515544,7.782696642,7.818332524,8.329250553,8.056560289,7.540805395,8.566353688,8.477266984,8.542145541,7.947619697,8.459714667,7.786219471,8.741617514,8.131886254,8.836384012,8.0184546,7.539271713,9.046020196,8.702378266,8.327252657,8.306683276,7.532016556,8.989869823,8.029241427,8.167863952,8.068570708,8.404856465,8.124888242,7.531484895,8.35156386,8.661899796,7.611756509,7.778859028,8.358474722,7.481280149,8.655239994,7.579672326,8.023217367,8.161179719,7.660057558,8.313950464
"PROCR",8.565228,8.892508,9.302126,9.4117,8.645159,9.891705,8.498461,9.594687,8.586631,8.718442,9.009009,8.427848,8.38056,9.688709,8.476681,9.295543,9.292314,8.824802,7.799301,9.473229,9.657718,9.758972,9.516507,9.595428,9.049897,8.893952,9.220989,9.752949,8.525825,9.818585,9.844463,8.803039,10.05853,9.397993,8.326923,9.324401,9.28067,9.461009,8.545263,9.541199,10.7692,9.02583,9.273082,8.660541,10.06961,9.104049,9.191441,9.920424,8.767653,8.235408,9.679747,8.385357,9.513579,8.290278,9.084462,8.630138,8.043345,9.658108,9.235567,9.030969,8.874361,8.316451,9.044856,8.353438,9.781421,9.514134,8.73146,8.11645,9.361616,8.354208,8.614079,8.342543,8.856047,7.817837,8.980998,8.858532,10.27078,7.947853,8.640075,8.455946,8.790911,9.050985,8.886772,8.22615,9.051185,8.944114,8.848664,8.284559,8.929796,7.966608,8.714171,8.746751,9.507591,8.896166,8.968932,9.160821,8.745813,8.493941,9.168077,8.689577,9.381713,7.796715,9.107296,8.872401,10.0838,8.112685,8.559227,10.34746,9.810962,8.127566,8.028042,9.411305,8.928668,8.523862,8.133896,10.40076,8.273031,8.321987,8.671313
"RCAN1",8.201356,8.723556,8.628657,8.883097,9.392352,8.628177,8.842807,9.05375,8.777618,8.963802,8.512106,8.11521,8.713091,8.54138,8.371288,8.456587,8.209978,8.526404,7.771596,8.32588,8.289448,8.79432,8.811057,8.546965,8.62097,8.179497,8.711676,8.36679,8.801314,8.571864,8.421907,8.333065,9.63898,9.570591,8.537741,8.636653,8.498709,8.224154,8.77961,8.881044,8.747221,8.45785,8.786481,8.678689,8.52815,8.655445,8.761407,8.422355,8.359427,8.595106,8.577336,8.666595,8.354756,7.901217,8.933193,8.6917,8.504752,8.346279,8.292351,8.581684,8.69725,8.545709,8.72013,8.434206,8.631482,8.498193,8.399121,7.899561,8.44795,8.225666,8.41817,8.519825,8.309787,8.060527,8.743127,8.758226,8.367264,7.725641,10.21993,8.615461,8.704566,8.419744,8.797321,8.554888,8.494464,8.547484,8.565946,8.460166,8.450942,8.504214,8.550707,8.295759,8.62235,8.24144,8.276398,8.61908,8.509919,8.597219,8.375376,8.220083,8.356498,8.430898,8.355129,10.80251,8.350854,8.392095,9.649152,8.544332,9.06732,8.156833,8.470493,8.303865,8.381888,8.613699,8.447707,8.28332,8.485667,8.671333,8.684534
"COL12A1",8.644227,8.325989,8.874584,9.28891,9.634309,9.030736,8.41685,8.6493,9.547819,8.794034,9.020681,8.276011,9.960263,9.961717,8.335619,8.972209,8.915412,8.426626,8.143078,9.096919,9.283938,9.201899,9.53522,8.730558,8.996533,8.941195,8.371191,8.552698,9.500949,9.069004,9.349684,9.489926,9.450835,9.059372,8.762698,9.643519,9.337791,9.371189,8.614825,9.023695,8.872908,9.108147,8.797536,8.651901,8.879689,8.959765,10.09372,8.694856,8.230688,10.3588,9.57676,8.394967,8.496876,7.868959,8.867669,8.938824,9.330925,8.086514,8.747274,9.823855,8.207937,9.350269,9.080865,9.199297,8.807419,9.054991,8.748996,7.852534,9.809686,8.608897,9.441047,9.004491,8.881946,7.835004,9.404902,8.374476,8.575734,8.278357,8.443768,8.86783,8.614197,9.101055,8.550808,7.791552,8.769969,9.212974,8.784085,8.702682,8.673762,8.76954,9.276915,8.941237,8.472757,8.233392,8.594132,8.741466,8.318658,8.989194,8.405499,8.039848,8.910838,8.978244,8.587171,8.221117,8.939848,9.060756,7.797566,9.004561,8.925782,7.824043,7.884757,8.78553,8.291905,9.135915,8.580035,8.929974,9.085488,8.46424,8.415057
"ADCY3",10.06954757,10.88885063,10.89353972,10.44630495,10.56223625,10.73291654,10.29439904,10.71273221,10.21189419,10.62524751,10.97164711,10.32926529,10.06906983,10.50404885,10.28860684,10.78501598,10.39708107,10.65491506,9.645997258,10.41601943,10.58938154,10.74966047,10.87133357,10.67474158,9.976196847,10.13323376,10.41180126,10.41634039,10.28636259,10.70049765,10.22737901,9.975205156,11.29633705,11.47976504,10.69379199,10.41703707,10.86395443,10.57213567,10.40066725,10.5220643,11.11396485,10.6309413,10.93800994,10.11006154,10.65536705,10.51796668,10.25345146,10.09729488,9.713833389,9.941182617,10.37257354,10.5780622,10.64860851,9.910547025,10.74425931,10.4729121,9.87658821,11.02838744,10.36576838,10.37644944,10.9111964,10.13158381,10.72099894,10.13829047,10.97435589,10.69892492,11.22736641,9.908868792,10.60585553,10.02705356,10.38278979,10.49120752,10.76654766,9.743704796,10.59528979,10.97518084,10.45830908,9.829065649,10.38314286,10.4884421,10.50564593,10.27225142,10.94646299,10.66580596,10.52473049,10.50724612,10.5953224,11.15898321,10.85801344,10.42248226,11.26296188,10.4736463,11.33763643,10.8342168,10.95212917,11.0991907,10.67718636,10.23519599,10.67121854,10.56276027,10.94280199,10.2923384,10.80556401,11.40901407,10.77079127,10.32820623,10.8052369,10.52038194,11.44002345,10.22764197,10.72685609,10.50983241,11.10850694,10.46084281,11.04053689,11.20022783,10.38506548,11.27466182,10.7475827
"SCARA5",8.96013,9.673557,9.790445,9.383583,8.51965,9.384696,10.35917,10.58108,10.00809,8.834831,10.57582,9.423937,9.942136,9.801238,8.962184,10.37134,9.675125,9.087404,6.98969,8.914914,9.297971,10.71416,11.01736,10.6148,10.06246,10.58677,10.21074,9.437806,10.10123,11.20569,10.23465,10.14259,11.08239,9.477142,9.515657,9.847587,10.86198,8.631533,9.517553,10.72995,11.5481,10.52001,11.0253,10.70443,9.946731,10.36245,10.06621,9.671689,8.392878,10.58442,10.99093,10.28111,9.505853,7.825195,9.728005,9.83437,9.445273,10.72148,9.417433,10.4262,9.988572,9.667659,10.36546,10.21054,9.754706,10.68862,10.7176,7.889199,10.79177,9.106703,10.29873,8.81984,9.847356,6.987852,10.31339,9.453821,10.12757,7.534936,9.206388,9.679191,7.933369,10.28593,10.64803,8.620617,10.34471,10.14978,10.43194,9.943236,10.82645,8.634601,10.30399,9.764018,10.60888,9.619854,9.124021,10.17142,10.21709,10.03642,8.936982,8.823816,11.50358,9.302867,10.51619,9.75174,10.12562,9.689724,9.306203,9.367529,11.17197,8.915825,9.221779,10.11095,10.30875,10.08915,8.993118,10.45361,10.61106,9.554974,9.855074
"RASD1",9.935419,10.42003,10.72195,10.66915,11.888,10.99158,11.16117,11.42572,11.9814,11.50231,10.67922,9.490935,12.68809,10.86589,10.76109,11.29464,11.06307,11.09695,7.338509,11.24374,11.6411,11.58031,11.88774,10.94776,11.92906,11.83231,10.82881,10.80496,12.19162,10.97822,11.7703,12.42694,11.89657,12.06127,11.65323,12.19883,12.19048,10.92188,11.88605,11.85401,9.893915,11.17766,11.69985,11.08596,10.9683,12.04744,12.50743,11.26398,10.22751,12.99376,11.37562,10.59035,10.29128,8.003348,11.44359,11.02935,12.00677,10.40458,10.89986,12.51237,10.14386,11.78469,10.66083,12.22305,10.24538,11.05308,10.61413,9.703323,12.36356,11.73941,11.85678,11.65269,12.35453,7.45822,11.40997,10.35567,10.074,7.598025,11.27496,12.35191,12.12714,12.24697,11.35229,11.27315,11.78141,12.22636,11.59681,11.12135,11.66183,11.8863,10.54079,12.22141,11.67361,11.5568,11.40052,10.68604,11.1283,11.88192,10.70886,10.00114,10.77698,11.33851,10.88088,11.27226,10.59885,12.31229,10.50543,11.26578,12.08289,10.06693,11.03132,10.47806,10.81974,11.93158,12.12846,10.90324,11.53388,11.46505,12.09686
"CAMK2B",6.895218,8.016369,8.003183,6.842737,6.776586,6.669492,7.500125,7.222098,6.957942,7.08172,7.353847,6.820966,6.681056,6.677526,7.005923,6.816283,6.755401,7.252576,6.780755,6.751424,6.805024,7.547814,6.995125,6.897412,6.685236,6.883801,7.496012,6.661633,6.777489,7.498268,6.751184,6.831717,7.294317,7.251909,7.503264,6.78142,7.533775,6.66443,8.735768,6.763019,7.34531,6.921393,7.642323,6.901821,6.745678,6.780041,6.746578,6.790607,6.980107,6.747642,6.722422,7.781777,6.711479,6.856597,7.086104,6.76724,6.74465,7.020082,7.014994,6.966951,7.761573,6.779694,6.719246,6.729516,6.683672,6.71257,7.135722,7.227883,6.921835,6.899453,6.802826,6.763559,6.89408,6.736975,6.974281,7.322231,6.734431,6.728504,6.896601,6.68689,6.708794,6.790467,6.749471,6.944077,6.675162,6.679886,6.777813,6.680591,6.761783,6.692894,7.448676,6.670574,6.72364,7.288941,6.924882,6.915135,7.118721,6.680754,6.760267,6.863339,6.788313,6.589098,7.739612,8.026826,6.799559,6.717196,8.299717,6.678845,7.225783,7.04519,8.187094,6.760628,7.587194,6.91798,6.747588,6.760674,6.734493,6.602582,6.729419
