"","DPVAT_1","DPVAT_2","NDPVAT_3","DPVAT_4","OVF_5","SAF_6","NDPVAT_7","DPVAT_8","OVF_9","SAF_10","NDPVAT_11","DPVAT_12","OVF_13","SAF_14","NDPVAT_15","DPVAT_16","SAF_17","NDPVAT_18","NDPVAT_19","SAF_20","SAF_21","DPVAT_22","DPVAT_23","DPVAT_24","SAF_25","DPVAT_26","NDPVAT_27","SAF_28","OVF_29","NDPVAT_30","SAF_31","OVF_32","DPVAT_33","DPVAT_34","NDPVAT_35","SAF_36","DPVAT_37","SAF_38","NDPVAT_39","DPVAT_40","NDPVAT_41","NDPVAT_42","NDPVAT_43","NDPVAT_44","SAF_45","DPVAT_46","SAF_47","SAF_48","NDPVAT_49","OVF_50","SAF_51","NDPVAT_52","SAF_53","NDPVAT_54","DPVAT_55","OVF_56","OVF_57","DPVAT_58","SAF_59","OVF_60","NDPVAT_61","OVF_62","DPVAT_63","OVF_64","SAF_65","SAF_66","DPVAT_67","NDPVAT_68","OVF_69","OVF_70","OVF_71","OVF_72","OVF_73","NDPVAT_74","OVF_75","DPVAT_76","SAF_77","NDPVAT_78","DPVAT_79","OVF_80","SAF_81","OVF_82","DPVAT_83","NDPVAT_84","OVF_85","OVF_86","OVF_87","NDPVAT_88","SAF_89","OVF_90","DPVAT_91","OVF_92","DPVAT_93","NDPVAT_94","SAF_95","NDPVAT_96","DPVAT_97","OVF_98","SAF_99","SAF_100","DPVAT_101","OVF_102","NDPVAT_103","DPVAT_104","SAF_105","OVF_106","NDPVAT_107","SAF_108","DPVAT_109","DPVAT_110","NDPVAT_111","SAF_112","NDPVAT_113","OVF_114","OVF_115","SAF_116","OVF_117","DPVAT_118","NDPVAT_119"
"SLC16A9",7.619194,7.780553,7.48784,7.647285,6.87773,7.181315,7.030589,7.368264,6.733752,7.374277,7.145082,7.079939,6.790406,7.322744,7.621936,7.017267,7.076509,7.349456,7.91837,7.006768,7.292721,7.426617,6.883838,7.242007,6.714132,6.86659,7.767237,7.136533,6.993048,7.778149,7.104495,6.789958,7.247046,7.660358,7.360241,7.043165,6.917404,7.221695,7.798598,6.980617,6.847224,6.902802,7.357495,7.155815,7.002509,6.983303,6.827325,7.379142,7.418358,6.688086,6.857186,8.005818,7.103146,7.943662,7.341542,6.926534,6.829749,7.293185,7.390414,6.887202,8.051563,6.906911,6.721082,6.598262,7.514297,6.849341,7.224077,7.855318,7.001513,6.738606,6.868766,6.865361,6.938591,8.274897,6.827705,7.573346,7.180168,7.600521,7.421685,6.841866,6.871586,7.15051,6.866728,7.42741,6.736683,7.030423,6.822301,7.211268,6.737154,6.753803,7.776754,6.721825,6.939962,7.051145,6.847534,7.482336,6.909447,6.85611,7.269102,7.143831,7.030334,7.131717,7.640689,8.510329,7.333672,6.822841,8.48987,6.934131,7.688096,7.863875,8.395764,7.303039,7.508558,6.903863,7.290902,7.196032,7.032663,6.942543,6.867561
"TJAP1",9.725472,11.11698,10.69407,9.107926,9.055717,9.019548,9.675877,9.702062,8.826581,8.601184,9.928567,9.403954,9.202848,9.213225,9.910802,9.475997,8.953995,9.935058,9.451547,9.135475,9.247288,9.708692,9.265852,9.936894,9.202504,9.259898,10.73289,8.941245,8.814303,10.64127,9.072745,8.963253,9.601212,10.20136,10.10538,9.298256,9.385868,9.579568,10.39278,9.423551,9.053983,9.356218,9.640756,9.245752,9.215832,9.670733,8.988474,8.98029,9.614234,9.055106,9.181193,10.3067,9.052636,9.175779,9.383498,8.808647,9.021561,9.41808,8.890482,8.694493,10.82837,9.079649,9.128805,8.886933,9.057076,8.971651,9.558814,9.673486,9.182235,8.981428,8.916295,8.762826,8.822608,9.502704,9.162171,10.08629,9.19188,9.768771,9.574769,9.086032,9.187745,8.97814,9.183615,10.01905,8.819946,8.840396,8.713935,9.453067,8.820153,8.900045,9.800963,8.823489,8.898361,9.657038,8.913315,9.598424,9.292275,8.838049,8.866447,8.766773,9.240031,9.162478,10.16435,10.74204,8.883402,9.01852,11.21639,9.048701,9.940029,9.576051,9.925969,9.040541,10.54304,8.963599,9.060225,8.987526,8.928292,8.897118,8.952511
"TMEM45A",7.259011,7.708368,8.111091,9.078598,7.784641,8.200907,7.774469,7.711252,7.795679,7.758455,7.78706,7.254489,7.423766,8.288205,7.372513,7.77886,8.067025,8.059708,7.035614,7.848148,7.970138,8.026293,8.567407,7.902854,8.501896,8.537469,8.244787,8.214303,7.903836,8.914756,8.148294,8.237633,8.399143,8.998231,7.426388,7.933877,8.153435,7.80647,7.994889,8.572818,8.223842,7.922601,8.181647,8.496881,8.208144,8.676328,8.428283,8.282755,7.64077,8.347007,8.341272,8.0177,8.284844,7.070743,8.457314,7.714293,7.661176,8.584187,8.261764,8.189831,8.260513,7.491102,8.253051,7.791401,8.669088,8.13401,8.120151,7.324297,8.05901,7.604989,7.754052,7.770587,7.802709,7.0182,7.985096,7.823685,8.335442,7.095436,7.707949,7.835066,7.474454,7.667343,7.918296,7.588064,7.701258,7.763925,7.7375,8.278448,8.154183,7.330213,9.034669,7.81473,8.405382,7.85968,7.483808,7.637818,7.967841,7.467681,7.574442,7.683771,7.888882,7.660817,8.036966,8.208103,8.096182,7.411751,8.030405,8.092867,7.996622,7.301511,7.816755,8.026727,7.971424,7.834476,7.650553,8.221402,8.008004,8.307554,8.149108
"SERPINA1",7.777064,7.870839,7.454008,8.352952,6.964124,7.524973,7.853111,7.79139,7.288352,7.590201,7.417789,7.75744,6.914458,6.895215,7.976862,7.983314,7.637937,7.28303,8.153643,7.050125,6.891002,7.720452,7.560272,8.23673,7.14106,10.02529,6.975204,7.239962,7.062214,8.412457,7.088853,7.179988,8.480052,8.111156,7.47643,7.400004,8.097199,6.857001,7.441098,6.997816,7.706397,7.195529,7.221219,7.530296,6.916435,7.409442,7.093315,7.31433,7.528652,6.880014,6.896945,7.777056,8.283154,9.688261,9.474469,8.194202,7.448345,9.170356,7.415197,7.236703,7.974456,7.0038,7.329776,7.452429,8.301277,7.159369,9.338949,8.798977,7.277988,7.478024,7.097522,7.101371,6.898804,9.225999,6.929789,8.748136,7.020689,8.316774,8.977076,7.617268,7.442882,7.819703,8.179461,8.020998,7.37983,7.801161,7.317563,7.413409,6.760844,7.223625,7.596597,6.807386,8.657588,7.950498,8.354337,6.925817,8.285721,7.022723,8.088285,8.216962,7.996693,6.939327,7.336436,8.059336,7.145527,7.310924,7.424546,7.725582,8.35169,8.477185,7.501328,7.590243,7.554593,6.773342,7.460299,7.190978,6.911054,7.396449,7.568667
"COL3A1",10.41034,11.07483,11.58096,13.90929,11.05197,11.59617,12.7662,11.89645,12.11773,11.27232,12.1295,11.3449,12.41181,13.01117,11.16911,11.66514,11.36289,11.51829,9.224038,11.02683,11.55898,11.69664,11.39406,11.66994,11.29647,11.00335,11.26222,11.58505,12.00342,10.88416,11.98873,11.37617,12.79994,12.35277,11.15921,11.57222,11.8903,11.33348,11.31766,11.72896,12.18358,11.59929,11.51346,11.14158,11.91951,11.37406,11.79369,11.4583,10.4475,11.77621,10.92899,11.14898,11.14631,9.993276,12.43095,10.8786,11.06574,10.94248,11.04816,12.11946,11.86778,11.36525,12.04367,11.43476,13.58478,12.40243,11.67582,10.37243,12.08027,11.54565,11.00139,12.27598,11.72674,9.015666,11.39767,10.81148,11.77864,10.20671,10.77862,10.9736,11.12413,12.11609,11.20591,11.00525,11.95494,12.20811,11.90098,12.51855,10.90225,10.8543,13.56166,11.08878,12.65474,10.95313,11.57378,10.96677,11.2054,11.62255,11.16668,11.54367,11.96903,10.87583,11.06777,12.01958,11.90303,11.13176,11.36407,11.46608,12.12716,9.839224,11.19003,12.20068,10.36165,12.31256,10.41549,11.62951,12.72517,11.40613,11.58112
"STAB1",9.698183305,9.005786527,9.173092473,9.647507499,8.326827828,8.867121311,9.459302468,9.705505484,9.260211928,9.888038055,9.525659443,9.583574219,8.657951479,8.941660727,9.079140705,9.493742449,9.464008625,9.55357968,9.568949569,9.196749326,9.164478341,9.100613667,8.844972429,9.797614098,9.552117831,8.374193095,8.096924036,9.319430358,8.528371784,9.78377625,8.739066473,9.452187631,9.176409034,9.541493224,8.417383097,8.722417711,8.759178684,8.332561281,8.305641106,8.772055968,9.73517481,8.589265025,8.51355336,9.290671363,8.410603322,9.418047495,8.440601768,8.835084996,8.370915199,8.563001447,9.318446502,9.040195282,9.062556189,9.188076257,10.67553423,8.712533697,9.110583877,9.961242378,8.694633624,8.766474807,9.323490558,8.059282162,8.997431278,9.078674195,9.681764257,9.622728613,9.581837528,8.916552263,8.677272486,9.195252347,8.975337909,8.821381261,8.755238854,9.577825027,8.478782616,8.904080205,8.807012074,9.116306454,10.06551445,8.916126136,9.082594499,8.931184062,9.429243425,9.398433703,9.104386836,8.96250556,8.974405142,9.130886568,9.796022119,8.029822556,9.26799651,8.38331858,9.765323105,9.661419226,9.588218883,8.549077866,8.674773333,8.292407904,9.408032036,9.932878429,9.517144964,8.592843337,8.658872117,9.339856606,8.975601038,8.265500582,8.456234282,8.819331515,9.575242028,9.473753702,8.934212999,8.871236906,8.80224014,8.829379417,8.281990446,8.588636903,8.902217111,9.897594816,9.197782421
"RGMA",8.342562,9.173438,8.596439,8.661341,8.793661,8.511467,8.428564,8.82916,8.52993,8.312195,9.215804,8.253495,8.846866,8.360226,8.279459,8.919826,8.480215,8.724418,7.455117,8.854715,8.516441,9.407579,8.434247,8.787564,8.421495,8.677782,8.862715,8.309261,8.409103,9.014648,8.720644,8.561738,9.66643,9.056078,8.861708,8.889964,9.187581,8.513529,8.681938,8.745564,8.825644,8.476828,8.243649,8.147085,8.67012,8.739883,8.139039,8.010642,8.054951,8.457186,8.129972,8.876543,8.663522,8.199165,8.637851,8.60608,8.440446,8.801133,8.325162,8.947095,8.610805,8.513946,8.72013,8.409366,8.39821,8.530378,9.046144,8.264142,9.373698,8.468284,8.889769,8.640216,9.069818,7.477165,8.942632,8.643763,8.329722,7.826336,8.433489,8.554114,8.561662,8.78355,8.784829,8.462538,8.678537,8.815686,8.639485,9.068846,8.439666,8.473245,8.77412,8.668586,8.92648,8.839369,8.865722,9.177915,8.741801,8.370745,8.115079,8.159658,9.462904,8.620426,8.822281,9.186015,8.544063,8.555662,8.831681,8.527408,9.512531,8.349103,9.05903,8.438294,8.855921,8.530307,8.380362,8.38273,8.649846,8.437992,9.051739
"CFI",8.280766,9.124986,9.433764,9.945239,8.727499,10.22535,8.599384,8.988363,8.193722,9.290364,9.491741,8.698312,8.156004,9.910063,8.632863,9.30474,10.20493,8.807381,8.272875,9.406795,9.595035,8.964645,8.873993,9.185244,9.420142,8.817607,9.016878,10.13536,8.380746,8.823341,9.946769,7.983851,9.929446,9.914705,8.39687,9.735199,9.279048,10.04138,8.910682,9.193638,10.0459,8.908555,8.764366,9.067599,10.86034,9.060876,8.670768,10.01613,8.731294,8.568402,10.08194,8.76025,9.776388,8.635384,9.424787,8.503389,8.226052,9.203807,9.916519,8.295776,9.111747,8.23989,8.884512,8.117548,10.55093,9.204822,9.637294,8.529334,8.292715,8.031327,7.978573,8.4758,8.291988,8.300809,8.351052,8.524091,10.48701,8.071302,9.306534,8.35949,8.692296,8.446507,9.020695,8.921406,8.093994,8.393175,8.207671,8.973455,9.082517,8.283705,9.693035,8.022225,9.055482,8.79166,9.21552,8.738384,8.600668,8.423208,9.613869,9.568035,8.779873,8.509389,8.675963,9.638916,10.14131,8.319366,9.15316,9.931198,9.344301,8.496877,7.984656,10.14269,8.468196,8.392921,7.990927,10.03502,8.320504,8.234904,8.480736
"TSHZ2",9.117262939,9.868771267,9.631419941,9.580699709,8.976751388,9.469108091,9.851235435,10.02546604,9.544035092,9.711660612,10.44215335,8.895089497,9.010320933,9.805370468,9.350825585,10.00913568,9.962071452,10.18890265,8.296073139,9.850683477,9.998217371,9.769968664,10.02034435,9.884143086,9.876035081,9.889554312,9.528086645,9.497638763,9.28623988,9.772695804,9.565408046,9.398707606,9.394748586,9.854408045,9.201291088,10.06246093,10.63235459,9.452104295,9.935932563,10.1765065,9.254108027,9.650410124,9.797430867,10.07516583,9.556032792,10.07904404,10.01277148,9.922325263,8.908948055,9.408626342,10.09058753,9.966082842,9.533999035,8.381705325,9.447823735,8.926066608,9.162780311,10.07204045,9.770044702,9.347880495,9.752998971,9.413840897,10.21689092,9.4671485,9.914802546,10.52733545,10.40946318,9.220114828,9.399709768,9.499893784,9.309240319,9.538083203,9.067568765,8.650352623,9.22375782,9.738152905,9.558277636,8.601080801,9.094141043,8.817973411,9.594386965,9.085485278,10.19600347,9.266535106,8.539951279,9.156237746,8.486558846,10.50458866,10.27955375,9.27784923,10.11569663,8.973277961,10.47005378,9.824057669,9.955757235,9.575144775,9.912186513,8.883831177,9.613193314,9.783342548,9.962208083,9.509292954,9.89077545,9.714262094,9.537834098,9.012142066,9.498310926,9.6434583,10.05376773,8.933601567,9.450700702,10.03509994,9.369161955,9.277106572,8.669216007,9.309430541,9.449268254,9.705661561,9.8126461
"ATP6V0E2",9.723337,9.211951,9.421824,8.934498,8.652259,9.027947,9.050787,8.821305,8.832341,9.350918,8.95512,9.331944,9.768206,8.787865,9.476869,9.062593,8.862546,9.162012,9.69,9.528492,9.711193,9.719905,9.084333,8.957326,9.214393,9.071618,9.290803,8.990634,9.605038,8.868695,9.516978,9.239202,9.0014,8.77104,10.00174,9.729825,9.243424,9.186254,10.63523,9.08047,9.296019,9.143305,9.259939,8.802222,9.152012,9.029532,9.134463,8.94527,9.352051,9.209293,9.130813,9.454963,8.828942,9.447283,9.018585,8.990609,9.901314,8.397953,9.432085,9.266609,9.122006,9.666553,9.457868,9.890866,8.752801,9.338199,8.953945,9.447616,9.317872,9.851724,9.124985,9.557746,9.385979,9.311796,9.326862,9.171899,9.255092,9.330543,9.044801,9.254447,9.549251,9.699799,8.860018,9.098011,9.341179,9.642014,9.345535,9.155812,8.899921,9.504487,8.941719,9.404615,8.517221,9.015182,9.052797,9.33053,9.204122,9.597354,9.226525,9.161532,9.123454,9.865181,9.121589,8.762364,9.008512,9.974726,8.967867,9.636383,8.923137,9.634165,9.826771,9.408327,9.061025,9.555249,9.456344,8.779293,9.747398,9.047151,9.647148
"SVIL",9.878579595,10.72204404,10.99068476,10.0607067,9.597662258,9.505916931,10.76623348,10.47967389,9.61003753,9.685429724,10.58324223,9.775778565,9.882226445,10.29183247,10.84637197,10.00557096,10.01768115,10.61078111,9.564307822,9.298325096,9.319841586,10.09540405,10.11420949,10.14449453,9.190510181,10.0590267,10.98608843,9.17676556,9.567778064,10.87302881,9.898006717,9.309415798,10.27325468,10.78517933,10.17243517,9.198665593,9.507915303,9.484915529,10.75631239,9.916678465,9.422933898,9.646299712,10.49402208,10.38207695,9.505107312,10.01165338,9.571372152,9.598057689,10.35515359,9.56402144,8.869401261,10.70632901,9.134895748,9.886702485,9.822004878,9.386595442,9.005439475,9.828902819,9.219810912,9.356011997,11.37559549,9.250247797,9.722128206,8.82280202,10.0339664,9.922994398,9.633216305,10.20744268,9.712123009,9.186381299,9.179247842,9.571665979,9.811625998,9.974602569,9.936502433,10.7473623,9.748622807,10.24242982,10.41219037,9.666604354,9.725473462,9.295384051,10.08827732,10.68187116,9.618733055,9.316054612,9.570660429,9.800914749,8.987876839,9.265064622,10.45293281,9.015280201,9.525833266,9.671479296,8.960122623,9.760235798,10.08331994,9.725256034,9.470894076,9.229511007,9.517016922,9.198015528,10.56711379,11.0095224,9.825846893,9.522536463,11.60151232,9.210988624,10.46216147,9.872562083,11.1808981,9.443058692,10.54224315,9.744801167,9.700259218,9.371538388,9.645476118,9.449067834,9.576530335
"TLR8",7.299711077,6.958824815,7.188944561,8.076995799,7.040606102,7.308019621,7.599750983,7.382432267,7.794633414,7.271798766,7.123801158,7.309653231,7.121170507,7.068113869,7.321085924,7.610721255,7.816656566,6.853869455,7.393116741,7.00095228,6.922853599,7.214865847,7.235086289,7.075045764,7.482347582,9.319065002,6.941257921,7.284534428,6.86080979,7.527945367,7.602051734,6.918394323,8.190479318,7.449834943,7.153605221,7.172673691,7.483456823,7.096859878,6.905393738,7.038613084,7.974546191,7.549991406,7.048265774,7.399656705,7.357504529,7.465933925,7.236474297,7.4046724,7.337349482,7.12659042,7.361827407,7.261974714,7.541069458,8.060378324,8.482861868,7.350205924,7.095235609,7.723445279,7.221722443,7.268788693,7.133631331,6.81186379,7.12042887,7.20357293,7.600143015,6.929921627,7.78973355,7.49044783,7.176249775,7.012191633,7.155050458,6.863412082,7.244236661,7.738564551,6.908448262,7.67625144,7.0818097,7.216784982,7.397424619,7.305773692,7.314883918,7.130474985,7.206042888,7.374490514,6.975191613,7.073267969,7.077273949,7.074501846,7.003482482,6.932168416,7.239070001,7.070634569,7.297589715,7.062817639,7.618024844,6.984061328,7.672491273,6.988197763,7.578341312,7.425391553,7.349164801,7.299805158,6.837337232,6.924745966,6.91476615,6.971310199,6.962432021,7.282687799,7.2551315,7.733665167,7.074817859,7.317738846,6.933508622,6.973089875,6.930530158,7.221445626,7.005776676,7.281787668,6.967331312
"PRICKLE1",9.646877,9.614078,8.418929,9.623372,8.104558,8.854025,8.560966,8.998483,8.35173,8.665768,8.565349,7.938378,7.916979,8.499539,8.983257,9.577159,9.326458,9.29918,9.359856,9.719345,9.640604,9.779149,8.896828,9.758209,9.177367,8.770739,9.006574,9.086162,8.651963,8.946551,9.027954,8.726222,10.01262,10.12485,9.881519,9.389241,10.62221,9.522213,9.604731,9.230643,9.978104,9.239608,9.306642,8.695603,9.009066,9.221829,8.863786,9.214595,8.849632,8.685229,9.256711,8.887377,9.386471,9.462321,9.80451,8.448539,8.405501,9.505797,9.356244,8.9798,9.709663,8.693471,8.7972,8.593669,9.879595,9.583546,9.992082,9.074128,9.289013,8.965047,8.951212,9.107806,9.142953,8.203078,8.55733,8.884026,9.50055,9.518163,9.433921,8.218656,8.433919,8.575474,9.231602,8.258727,8.384893,8.711549,8.390073,9.597602,9.419613,8.707236,11.52978,8.499332,9.695725,8.876109,9.249505,10.00464,9.286672,8.178289,9.359321,9.66414,9.409617,8.465831,9.157404,10.57665,9.195112,8.316628,9.426623,8.755237,9.38176,9.314035,8.849539,9.523157,9.170421,8.756749,8.678413,9.088301,8.569435,8.677484,9.256116
"CD69",9.240624,7.461859,7.323309,9.850482,7.112782,7.106269,7.493503,7.946757,7.026315,7.360808,7.343847,10.11286,6.932839,7.188226,9.033816,10.19283,7.185858,7.297636,9.069779,7.27213,7.210019,7.62818,6.921271,9.405696,7.243252,8.209186,7.643768,7.378815,6.964504,7.438838,7.444273,6.912414,9.53818,9.214737,8.870218,7.459351,8.50065,7.057841,7.047147,6.949276,7.218965,8.15482,7.124955,7.159952,7.554051,8.065771,7.081585,7.883706,9.223065,6.781953,6.976759,7.066355,7.684272,9.749497,8.406847,7.045241,6.707185,8.063282,6.91695,6.728757,6.959345,6.616282,6.727582,6.782076,7.376017,6.76889,8.202224,8.754023,6.708028,6.716368,6.802826,6.698924,6.781568,9.237301,6.73241,7.768108,6.881683,9.236251,9.903051,7.089035,7.982835,7.231689,7.700931,7.67772,6.767636,7.440943,6.94594,6.993104,6.786028,6.744939,9.171279,6.702077,7.586586,6.896539,7.480158,6.914241,8.067655,6.775478,7.625711,7.962748,7.167638,7.035693,7.006949,8.481914,6.994051,6.848565,9.659822,7.096539,8.020448,10.4722,7.210583,7.286805,7.157496,7.003167,6.759468,6.975474,6.771317,7.281788,6.924246
"NT5E",8.269593908,8.422664053,8.661367556,8.758246058,7.869297334,8.199095286,8.276889835,8.647960157,7.915496488,7.785349408,8.735540111,8.554782798,8.173308995,8.015510144,8.6215728,8.992727794,8.480486055,7.935943983,7.622804998,7.826750971,7.682829502,8.998291107,9.105009129,8.947127433,7.966227274,8.649396547,8.327416649,8.096128709,8.359941742,8.788858277,8.626593597,8.185868433,9.45577379,8.760474131,8.171372641,8.008525894,8.857520134,7.874333426,8.129771488,8.606075635,9.69453359,8.794079265,9.23508295,8.426473577,8.459476101,8.423037948,8.620395758,8.738956918,8.277339487,7.889862885,8.559858496,8.269025894,8.862640836,8.197775161,8.577691111,7.931251731,7.528075159,8.948083467,7.798970885,8.672609704,8.433389985,7.941122417,8.578059173,7.892412568,8.515775143,8.613393814,8.960586607,8.417540583,8.342634392,7.175377244,7.922829833,8.051580207,8.4331108,7.782001885,8.125243135,8.08471428,8.327910472,8.280341839,8.376579357,8.056713985,7.684327638,8.102867804,8.769588633,7.972004357,8.11903551,8.028852755,8.20586428,7.905613152,8.387220528,7.31005342,8.848875352,7.915961822,8.818429847,8.179353689,7.681569137,8.327877717,8.428748403,7.897534994,7.858740499,7.913716538,8.920696017,7.643397647,8.707835366,8.42345147,8.351894876,7.917230361,8.504847015,8.222216069,9.25205558,7.995198683,7.914276128,8.229152277,8.406679895,8.218260958,7.594249051,8.32868714,8.561357117,7.816344432,8.627529172
"PLXDC2",7.619877,8.013881,7.214249,8.056,7.939434,8.48804,8.108012,8.093503,8.353455,8.384029,7.2854,6.972969,7.306732,7.709302,7.458761,7.999029,8.165632,8.099565,7.382595,8.368139,8.373511,8.239996,8.409425,7.952115,8.320934,7.891234,7.976771,8.070478,8.404492,8.509265,8.454652,9.001051,8.49565,8.203613,7.563821,8.486848,8.307167,8.555189,8.01533,8.220695,8.449544,8.07753,8.246021,8.215917,8.044914,8.494637,8.175494,9.024031,7.740518,8.306927,8.863739,8.014566,8.269909,7.716891,8.091371,8.488627,8.475486,8.454152,8.676936,8.59737,8.070374,8.192301,8.198402,8.739372,9.2447,8.548659,8.507829,7.479464,8.899097,9.013418,8.636234,8.522304,8.768253,7.396358,8.754007,8.262791,8.502904,7.454886,7.807299,8.244605,7.577257,8.222608,8.692658,7.805025,7.994462,8.253414,7.946301,8.756025,8.93958,8.323739,9.444578,8.647581,9.086806,8.14703,8.207681,8.098034,8.204267,8.316683,9.008231,8.551968,9.517913,8.600739,8.242042,8.850961,8.769716,8.085295,8.535226,8.465419,8.4469,7.88884,8.724291,8.451143,8.188577,8.351772,8.649789,8.278091,8.259058,8.54134,8.235248
"CFB",8.848975,9.259278,8.755037,9.832945,8.217141,11.57763,9.499306,9.412548,8.774764,9.938163,8.905939,8.425721,8.053823,11.05308,8.537313,9.291289,11.2893,8.686415,8.534619,11.29255,11.1293,8.585427,8.960689,9.661141,10.05427,8.180354,8.174578,11.30556,8.680158,8.375133,10.42576,8.964872,9.183103,9.622483,8.417905,10.57694,9.050275,11.5575,8.628009,8.508836,10.15079,8.996216,8.753549,8.003816,11.80828,8.800064,9.165519,11.4703,7.854805,7.623275,10.9359,8.524925,11.65807,9.529069,9.670793,8.529843,7.99868,9.896538,11.25556,8.562225,8.815972,7.853303,8.758057,8.670063,12.28249,10.28279,10.41558,8.531639,8.3484,7.690584,8.246971,8.146995,8.382495,8.487435,7.952065,8.015244,11.62141,8.359469,9.268587,8.530152,10.24373,8.396631,9.096972,8.194209,8.669006,8.456707,8.539662,8.643385,9.639819,7.634329,9.749528,7.897144,8.712779,8.599089,10.88462,8.622422,8.111471,8.257036,10.89161,10.50759,9.024272,8.076537,8.260449,9.566187,11.1608,7.748164,8.353007,11.10079,9.184538,8.123721,7.604843,11.27876,8.456616,8.135779,7.608019,11.43228,8.271692,8.24872,9.212116
"MAP3K8",8.423095,8.157587,8.1618,9.278033,8.394007,8.448748,8.387554,8.757707,8.093634,8.254505,8.388466,8.517416,8.123176,8.431598,8.458904,8.814632,8.66781,8.283647,8.35548,7.908636,8.149643,8.12905,8.158705,8.576899,8.416,8.641275,8.127806,8.334267,7.925858,8.238526,8.479781,8.172809,9.645259,9.552447,8.570145,8.223185,8.261411,9.043764,7.923683,7.795172,8.626044,8.464207,8.42921,8.237363,9.128535,8.834636,8.380993,8.704504,8.756289,8.525019,8.359339,8.01909,8.461323,8.909296,9.603956,8.223439,7.898181,8.516318,8.166125,7.735149,8.098746,7.797389,8.21355,7.984534,8.264426,7.769581,8.067288,8.086552,7.667765,7.479133,7.866896,7.628837,7.511962,8.288976,8.177701,8.404044,8.500479,8.602669,9.219417,8.052473,8.265328,8.178668,8.477142,8.633487,7.916115,8.031737,7.916014,8.135766,7.718823,7.846901,8.48821,7.801477,8.142714,8.226422,8.54009,8.230546,8.234303,7.950061,8.19016,8.17112,8.235023,7.638432,7.852614,9.248081,8.081659,7.878375,8.70999,8.465761,8.938772,8.651384,8.276593,8.409317,7.92533,7.856907,7.608565,8.132368,7.986745,8.027432,8.563642
